2020-04-23	'Genomic epidemiology of a densely sampled COVID19 outbreak in China'	"Analysis of genetic sequence data from the pandemic SARS Coronavirus 2 can provide insights into epidemic origins, worldwide dispersal, and epidemiological history. With few exceptions, genomic epidemiological analysis has focused on geographically distributed data sets with few isolates in any given location. Here we report an analysis of 20 whole SARS-CoV 2 genomes from a single relatively small and geographically constrained outbreak in Weifang, People's Republic of China. Using Bayesian model-based phylodynamic methods, we estimate the reproduction number for the outbreak to be 1.99(95% CI:1.48-3.14). We further estimate the number of infections through time and compare these estimates to confirmed diagnoses by the Weifang Centers for Disease Control. We find that these estimates are consistent with reported cases and there is unlikely to be a large undiagnosed burden of infection over the period we studied."	2020-03-19	10.1101/2020.03.09.20033365	https://www.meta.org/papers/article/1010033365
2020-04-23	'Extended SIR prediction of the epidemics trend of COVID-19 in Italy and compared with Hunan, China'	"Background: Coronavirus Disease 2019 (COVID19) is currently a global public health threat. Outside of China, Italy is one of the most suffering countries with the COVID19 epidemic. It is important to predict the epidemics trend of COVID19 epidemic in Italy to help develop public health strategies. Methods: We used time series data of COVID 19 from Jan 22,2020 to Mar 16,2020. An infectious disease dynamic extended susceptible infected removed (eSIR) model, which covers the effects of different intervention measures in dissimilar periods, was applied to estimate the epidemic trend in Italy. The basic reproductive number was estimated using Markov Chain Monte Carlo methods and presented using the resulting posterior mean and 95% credible interval (CI). Hunan, with similar total number of populations in Italy, was used as a comparative item. Results: In the eSIR model, we estimated that the basic reproductive number for COVID 19 was respectively 4.10 (95% CI: 2.15 to 6.77) in Italy and 3.15(95% CI: 1.71 to 5.21) in Hunan. There would be totally 30 086 infected cases (95%CI:7920-81 869) under the current country blockade and the endpoint would be Apr 25 (95%CI: Mar 30 to Aug 07) in Italy. If the country blockade is imposed 5 day later, the total number of infected cases would expand the infection scale 1.50 times. Conclusion: Italy's current strict measures can efficaciously prevent the further spread of COVID19 and should be maintained. Necessary strict public health measures be implemented as soon as possible in other European countries with a high number of COVID19 cases. The most effective strategy needs to be confirmed in further studies."	2020-03-20	10.1101/2020.03.18.20038570	https://www.meta.org/papers/article/1010038570
2020-04-23	'A Novel Triage Tool of Artificial Intelligence Assisted Diagnosis Aid System for Suspected COVID-19 pneumonia In Fever Clinics'	'Currently, the prevention and control of COVID-19 outside Hubei province in China, and other countries has become more and more critically serious. We developed and validated a diagnosis aid model without CT images for early identification of suspected COVID-19 pneumonia (S-COVID-19-P) on admission in adult fever patients and made the validated model available via an online triage calculator. Patients admitted from Jan 14 to Feb 26, 2020 with the epidemiological history of exposure to COVID-19 were included [Model development (n = 132) and validation (n = 32)]. Candidate features included clinical symptoms, routine laboratory tests and other clinical information on admission. Features selection and model development were based on Lasso regression. The primary outcome is the development and validation of a diagnosis aid model for S-COVID-19-P early identification on admission. The development cohort contains 26 S-COVID-19-P and 7 confirmed COVID-19 pneumonia cases. The model performance in held-out testing set and validation cohort resulted in AUCs of 0.841 and 0.938, F-1 score of 0.571 and 0.667, recall of 1.000 and 1.000, specificity of 0.727 and 0.778, and the precision of 0.400 and 0.500. Based on this model, an optimized strategy for S-COVID-19-P early identification in fever clinics has also been designed. S-COVID-19-P could be identified early by a machine-learning model only used collected clinical information without CT images on admission in fever clinics with 100% recall score. The well performed and validated model has been deployed as an online triage tool, which is available at: https://intensivecare.shinyapps.io/COVID19/.'	2020-03-20	10.1101/2020.03.19.20039099	https://www.meta.org/papers/article/1010039099
2020-04-23	'A Trip through Southeast Asian Airports in Times of COVID19'	'A Trip through Southeast Asian Airports in Times of COVID19.'	2020-03-20	10.4269/ajtmh.20-0153	https://www.meta.org/papers/article/32189617
2020-04-23	'Coronavirus disease 2019 (COVID-19): update for anesthesiologists and intensivists March\xa02020'	"The current outbreak of coronavirus disease (COVID-19) has reached Germany. The majority of people infected present with mild disease, but there are severe cases that need intensive care. Unlike other acute infectious diseases progressing to sepsis, the severe courses of COVID19 seemingly show prolonged progression from onset of first symptoms to life-threatening deterioration of (primarily) lung function. Diagnosis relies on PCR using specimens from the respiratory tract. Severe ARDS reflects the hallmark of a critical course of the disease. Preventing nosocomial infections (primarily by correct use of personal protective equipment) and maintenance of hospitals' operational capability are of utmost importance. Departments of Anaesthesia, Intensive Care and emergency medicine will envisage major challenges."	2020-03-20	10.1007/s00101-020-00758-x	https://www.meta.org/papers/article/32189015
2020-04-23	'A mathematical model for the spatiotemporal epidemic spreading of COVID19'	'An outbreak of a novel coronavirus, named SARS-CoV-2, that provokes the COVID-19 disease, was first reported in Hubei, mainland China on 31 December 2019. As of 20 March 2020, cases have been reported in 166 countries/regions, including cases of human-to-human transmission around the world. The proportions of this epidemics is probably one of the largest challenges faced by our interconnected modern societies. According to the current epidemiological reports, the large basic reproduction number, R_0 ~ 2.3, number of secondary cases produced by an infected individual in a population of susceptible individuals, as well as an asymptomatic period (up to 14 days) in which infectious individuals are undetectable without further analysis, pave the way for a major crisis of the national health capacity systems. Recent scientific reports have pointed out that the detected cases of COVID19 at young ages is strikingly short and that lethality is concentrated at large ages. Here we adapt a Microscopic Markov Chain Approach (MMCA) metapopulation mobility model to capture the spread of COVID-19. We propose a model that stratifies the population by ages, and account for the different incidences of the disease at each strata. The model is used to predict the incidence of the epidemics in a spatial population through time, permitting investigation of control measures. The model is applied to the current epidemic in Spain, using the estimates of the epidemiological parameters and the mobility and demographic census data of the national institute of statistics (INE). The results indicate that the peak of incidence will happen in the first half of April 2020 in absence of mobility restrictions. These results can be refined with improved estimates of epidemiological parameters, and can be adapted to precise mobility restrictions at the level of municipalities. The current estimates largely compromises the Spanish health capacity system, in particular that for intensive care units, from the end of March. However, the model allows for the scrutiny of containment measures that can be used for health authorities to forecast with accuracy their impact in prevalence of COVID--19. Here we show by testing different epidemic containment scenarios that we urge to enforce total lockdown to avoid a massive collapse of the Spanish national health system.'	2020-03-23	10.1101/2020.03.21.20040022	https://www.meta.org/papers/article/1010040022
2020-04-23	'The Effectiveness of Social Distancing in Mitigating COVID-19 Spread: a modelling analysis'	'Background The novel coronavirus COVID19 has been classified by the World Health Organisation as a pandemic due to its worldwide spread. The ability of countries to contain and control transmission is critical in the absence of a vaccine. We evaluated a range of social distancing measures to determine which strategies are most effective in reducing the peak daily infection rate, and consequential pressure on the health care system. Methods Using COVID19 transmission data from the outbreak source in Hubei Province, China, collected prior to activation of containment measures, we adapted an established individual based simulation model of the city of Newcastle, Australia, population 272,409. Simulation of virus transmission in this community model without interventions provided a baseline from which to compare alternative social distancing strategies. The infection history of each individual was determined, as was the time infected. From this model generated data, the rate of growth in cases, the magnitude of the epidemic peak, and the outbreak duration were obtained. Findings The application of all four social distancing interventions: school closure, workplace non-attendance, increased case isolation, and community contact reduction is highly effective in flattening the epidemic curve, reducing the maximum daily case numbers, and lengthening outbreak duration. These were also found to be effective even after 10 weeks delay from index case arrivals. The most effective single intervention was found to be increasing case isolation, to 100 percent of children and 90 percent of adults. Interpretation As strong social distancing intervention strategies had the most effect in reducing the epidemic peak, this strategy may be considered when weaker strategies are first tried and found to be less effective. Questions arise as to the duration of strong social distancing measures, given they are highly disruptive to society. Tradeoffs may need to be made between the effectiveness of social distancing strategies and population willingness to adhere to them.'	2020-03-23	10.1101/2020.03.20.20040055	https://www.meta.org/papers/article/1010040055
2020-04-23	'ACE-2 Expression in the Small Airway Epithelia of Smokers and COPD Patients: Implications for COVID-19'	'Introduction: Coronavirus disease 2019 (COVID-19) is a respiratory infection caused by the severe acute respiratory syndrome coronavirus2 (SARSCoV-2). This virus uses the angiotensin converting enzyme II (ACE2) as the cellular entry receptor to infect the lower respiratory tract. Because individuals with chronic obstructive pulmonary disease (COPD) are at increased risk of severe COVID19, we determined whether ACE2 expression in the lower airways was related to COPD and cigarette smoking. Methods: Using RNAseq, we determined gene expression levels in bronchial epithelia obtained from cytologic brushings of 6th to 8th generation airways in individuals with and without COPD. We externally validated these results from two additional independent cohorts, which used microarray technologies to measure gene expression levels from 6th to 12th generation airways. Results: In the discovery cohort (n=42 participants), we found that ACE2 expression levels were increased by 48% in the airways of COPD compared with non-COPD subjects (COPD=2.52 (0.66) log2 counts per million reads (CPM) versus non-COPD= 1.70 (0.51) CPM , p=.000762). There was a significant inverse relationship between ACE2 gene expression and FEV1% of predicted (r=negative 0.24; p=0.035). Current smoking also significantly increased ACE2 expression levels compared with never smokers (never current smokers=2.77 (90.91) CPM versus smokers=1.78 (0.39) CPM, p=0.024). These findings were replicated in the two external cohorts. Conclusions: ACE2 expression in lower airways is increased in patients with COPD and with current smoking. These data suggest that these two subgroups are at increased risk of serious COVID19 infection and highlight the importance of smoking cessation in reducing the risk.'	2020-03-23	10.1101/2020.03.18.20038455	https://www.meta.org/papers/article/1010038455
2020-04-23	'Lack of SARS-CoV-2 RNA environmental contamination in a tertiary referral hospital for infectious diseases in Northern Italy'	'None'	2020-03-24	10.1016/j.jhin.2020.03.018	https://www.meta.org/papers/article/32201338
2020-04-23	'A COVID-19 Transmission within a family cluster by presymptomatic infectors in China'	'We report a COVID-19 family cluster caused by a presymptomatic case. There were 9 family members, including 8 laboratory-confirmed with COVID-19, and a 6-year-old child had no evidence of infection. Amongst the 8 patients, one adult and one 13-month-old infant were asymptomatic, one adult was diagnosed as having severe pneumonia.'	2020-03-24	10.1093/cid/ciaa316	https://www.meta.org/papers/article/32201889
2020-04-23	'COVID-19 Epidemic in the Middle Province of Northern Italy: Impact, Logistics, and Strategy in the First Line Hospital'	'The novel coronavirus (COVID-19) began in China in early December 2019 and rapidly has spread to many countries around the globe, with the number of confirmed cases increasing every day. An epidemic has been recorded since February 20 in a middle province in Northern Italy (Lodi province, in the low Po Valley). The first line hospital had to redesign its logistical and departmental structure to respond to the influx of COVID-19-positive patients who needed hospitalization. Logistical and structural strategies were guided by the crisis unit, managing in 8 days from the beginning of the epidemic to prepare the hospital to be ready to welcome more than 200 COVID-19-positive patients with different ventilatory requirements, keeping clean emergency access lines, and restoring surgical interventions and deferred urgent, routine activity.'	2020-03-25	10.1017/dmp.2020.51	https://www.meta.org/papers/article/32207676
2020-04-23	'COVID-19 clinical characteristics, and sex-specific risk of mortality: Systematic Review and Meta-analysis'	'Objectives: The rapidly evolving coronavirus disease 2019 (COVID-19), was declared a pandemic by the World Health Organization on March 11, 2020. It was first detected in the city of Wuhan in China and has spread globally resulting in substantial health and economic crisis in many countries. Observational studies have partially identified the different aspects of this disease. Up to this date, no comprehensive systematic review for the clinical, laboratory, epidemiologic and mortality findings has been published. We conducted this systematic review and meta-analysis for a better understanding of COVID-19. Methods: We reviewed the scientific literature published from January 1, 2019 to March 3, 2020. Statistical analyses were performed with STATA (version 14, IC; Stata Corporation, College Station, TX, USA). The pooled frequency with 95% confidence intervals (CI) was assessed using random effect model. Publication bias was assessed and p <0.05 was considered a statistically significant publication bias. Results: Out of 1102 studies, 32 satisfied the inclusion criteria. A total of 4789 patients with a mean age of 49 years were evaluated. Fever (83.0%, CI 77.5 to 87.6), cough (65.2%, CI 58.6 to 71.2) and myalgia/fatigue (34.7, CI 26.0 to 44.4) were the most common symptoms. The most prevalent comorbidities were hypertension (18.5 %, CI 12.7 to 24.4) and Cardiovascular disease (14.9 %, CI 6.0 to 23.8). Among the laboratory abnormalities, elevated C-Reactive Protein (CRP) (72.0% (CI 54.3 to 84.6) and lymphopenia (50.1%, CI 38.0 to 62.4) were the most common findings. Bilateral ground-glass opacities (66.0%, CI 51.1 to 78.0) was the most common CT-Scan presentation. Pooled mortality rate was 6.6%, with males having significantly higher mortality compared to females (OR 3.4; 95% CI 1.2 to 9.1, P = 0.01). Conclusion: COVID-19 commonly presented with a progressive course of cough and fever with more than half of hospitalized patients showing leukopenia or a high CRP on their laboratory findings. Mortality associated with COVID19 was higher than that reported in studies in China with Males having a 3-fold higher risk of mortality in COVID19 compared to females.'	2020-03-26	10.1101/2020.03.24.20042903	https://www.meta.org/papers/article/1010042903
2020-04-23	'Is a COVID19 Quarantine Justified in Chile or USA Right Now?'	'During the current COVID-19 pandemic it is imperative to give early warnings to reduce mortality. However, non-specialist such as authorities and the general population face several problems to understand the real thread of this pandemic, and under/overestimation of its risk are a commonplace in the press and social media. Here we define an index, which we call the COVID-19 Burden Index, that relates the capacities of the healthcare system of a given country to treat severe and critical cases. Its value is 0 if there is no extra strain in the healthcare system, and it reaches 1.0 when the collapse is imminent. As of 23 March 2020, we show that Chile, the USA, UK, among other countries, must reduce the rate of infections right now, otherwise, in less than 7 days they could be in a catastrophic situation such as Italy, Spain and Iran.'	2020-03-27	10.1101/2020.03.23.20042002	https://www.meta.org/papers/article/1010042002
2020-04-23	'Is Hydroxychloroquine a possible post-exposure prophylaxis drug to limit the transmission to health care workers exposed to COVID19?'	'None'	2020-03-27	10.1093/cid/ciaa320	https://www.meta.org/papers/article/32211764
2020-04-23	'Coronavirus disease 2019 (COVID-19): update for anesthesiologists and intensivists March 2020'	"The current outbreak of coronavirus disease (COVID-19) has reached Germany. The majority of people infected present with mild disease, but there are severe cases that need intensive care. Unlike other acute infectious diseases progressing to sepsis, the severe courses of COVID19 seemingly show prolonged progression from onset of first symptoms to life-threatening deterioration of (primarily) lung function. Diagnosis relies on PCR using specimens from the respiratory tract. Severe ARDS reflects the hallmark of a critical course of the disease. Preventing nosocomial infections (primarily by correct use of personal protective equipment) and maintenance of hospitals' operational capability are of utmost importance. Departments of Anaesthesia, Intensive Care and emergency medicine will envisage major challenges."	2020-03-27	10.1007/s00101-020-00760-3	https://www.meta.org/papers/article/32211920
2020-04-23	'Estimating Preventable COVID19 Infections Related to Elective Outpatient Surgery in Washington State: A Quantitative Model'	'Background: As the number of suspected and confirmed COVID19 cases in the US continues to rise, the US surgeon general, Centers for Disease Control and Prevention, and several specialty societies have issued recommendations to consider canceling elective surgeries. However, these recommendations have also faced controversy and opposition. Methods: Using previously published information and publicly available data on COVID19 infections, we calculated a transmission rate and generated a mathematical model to predict a lower bound for the number of healthcare-acquired COVID19 infections that could be prevented by canceling or postponing elective outpatient surgeries in Washington state. Results: Our model predicts that over the course of 30 days, at least 75.9 preventable patient infections and at least 69.3 preventable healthcare worker (HCW) infections would occur in WA state alone if elective outpatient procedures were to continue as usual. Conclusion: Canceling elective outpatient surgeries during the COVID19 pandemic could prevent a large number of patient and healthcare worker infections.'	2020-03-27	10.1101/2020.03.18.20037952	https://www.meta.org/papers/article/1010037952
2020-04-23	'Climate effect on COVID-19 spread rate: an online surveillance tool'	'Background: COVID-19 outbreak poses an unprecedented challenge for societies, healthcare organizations and economies. In the present analysis we coupled climate data with COVID-19 spread rates worldwide, and in a single country (USA). Methods: Data of confirmed COVID-19 cases was derived from the COVID-19 Global Cases by the CSSE at Johns Hopkins University up to March 19, 2020. We assessed disease spread by two measures: replication rate (RR), the slope of the logarithmic curve of confirmed cases, and the rate of spread (RoS), the slope of the linear regression of the logarithmic curve. Results: Based on predefined criteria, the mean COVID-19 RR was significantly lower in warm climate countries (0.12{+/-} 0.02) compared with cold countries (0.24{+/-} 0.01), (P<0.0001). Similarly, RoS was significantly lower in warm climate countries 0.12{+/-} 0.02 vs. 0.25{+/-} 0.01 than in cold climate countries (P<0.001). In all countries (independent of climate classification) both RR and RoS displayed a moderate negative correlation with temperature R= -0.69, 95% confidence interval [CI], -0.87 to -0.36; P<0.001 and R= -0.72, 95% confidence interval [CI], -0.87 to -0.36; P<0.001, respectively. We identified a similar moderate negative correlation with the dew point temperature. Additional climate variables did not display a significant correlation with neither RR nor RoS. Finally, in an ancillary analysis, COVID-19 intra-country model using an inter-state analysis of the USA did not identify yet correlation between climate parameters and RR or RoS as of March, 19, 2020. Conclusions: Our analysis suggests a plausible negative correlation between warmer climate and COVID-19 spread rate as defined by RR and RoS worldwide. This initial correlation should be interpreted cautiously and be further validated over time, the pandemic is at different stages in various countries as well as in regions within these countries. As such, some associations may be more affected by local transmission patterns rather than by climate. Importantly, we provide an online surveillance dashboard (https://covid19.net.technion.ac.il/) to further assess the association between climate parameters and outbreak dynamics worldwide as time goes by'	2020-03-30	10.1101/2020.03.26.20044727	https://www.meta.org/papers/article/1010044727
2020-04-23	'Indications for healthcare surge capacity in European countries facing an exponential increase in COVID19 cases'	'European healthcare systems face extreme pressure from COVID-19. We estimate such pressure by relating both country-specific accumulated COVID-19 deaths (intensity-approach) and active COVID-19 cases (magnitude-approach) to measures of healthcare system capacity: hospital beds, healthcare workers and healthcare expenditure. On March 25, 2020 - relative to Italy on March 11- we found Spain, The Netherlands and France to experience the highest pressure using the intensity-approach with a composite measure for healthcare capacity. For updates see www.covid-hcpressure.org'	2020-03-30	10.1101/2020.03.14.20035980	https://www.meta.org/papers/article/1010035980
2020-04-23	'Suppression and Mitigation Strategies for Control of COVID-19 in New Zealand'	'A standard SEIR-type compartment model, parameterised for New Zealand, was used to simulate the spread of Covid19 in New Zealand and to test the effectiveness of various control strategies. Control aims can be broadly categorised as either suppression or mitigation. Suppression aims to keep cases to an absolute minimum for as long as possible. Mitigation aims to allow a controlled outbreak to occur, with the aim of preventing significant overloads on healthcare systems and gradually allowing the population to develop herd immunity. Both types of strategy are fraught with uncertainty. Suppression strategies can succeed in delaying an outbreak, but only for as long as such control measures can be sustained. Once controls are eased or restricted, an epidemic is likely to follow as no herd immunity has been acquired. The success or failure of mitigation strategies can depend sensitively on the timing and efficacy of control measures, and require the ability to bring rapidly growing outbreaks under immediate control when needed. This is as yet untested even for a combination of national interventions including case isolation, household quarantine, population-wide social distancing and closure of schools and universities. Although there are disadvantages to both types of approach, suppression has the advantage of buying time until a vaccine and/or treatment become available and allowing NZ to learn from rapidly unfolding events in other countries. A combination of successful suppression, strong border measures, and widespread contact tracing and testing resulting in containment could allow periods when control measures can be relaxed, but only if cases are reduced to a handful.'	2020-03-30	10.1101/2020.03.26.20044677	https://www.meta.org/papers/article/1010044677
2020-04-23	'Effects of temperature on COVID-19 transmission'	'Coronavirus disease 2019 (COVID19) is an infectious disease caused by severe acute respiratory syndrome coronavirus 2 (SARSCoV2), it was first identified in 2019 in Wuhan, China and has resulted in the 2019-20 coronavirus pandemic. As of March 1, 2020, 79,968 patients in China and 7169 outside of China had tested positive for COVID19 and a mortality rate of 3.6% has been observed amongst Chinese patients. Its primary mode of transmission is via respiratory droplets from coughs and sneezes. The virus can remain viable for up to three days on plastic and stainless steel or in aerosols for upto 3 hours and is relatively more stable than the known human coronaviruses. It is stable in faeces at room temperature for at least 1-2 days and can be stable in infected patients for up to 4 days. Heat at 56 degree Celsius kills the SARS coronavirus at around 10000 units per 15 minutes. Thus, temperature is an important factor in survival of COVID19 virus and this article focuses on understanding the relationship between temperature and COVID19 transmission from the data available between January-March 2020.'	2020-03-30	10.1101/2020.03.29.20044461	https://www.meta.org/papers/article/1010044461
