data_add	title	abstract	Publication date	doi	source_link
2020-04-15	'Containment efficiency and control strategies for the Corona pandemic\n  costs'	'  The rapid spread of the Coronavirus (COVID-19) confronts policy makers with\nthe problem of measuring the effectiveness of containment strategies and the\nneed to balance public health considerations with the economic costs of a\npersistent lockdown. We introduce a modified epidemic model, the controlled-SIR\nmodel, in which the disease reproduction rate evolves dynamically in response\nto political and societal reactions. An analytic solution is presented. The\nmodel reproduces official COVID-19 cases counts of a large number of regions\nand countries that surpassed the peak of the outbreak. A single unbiased\nfeedback parameter is extracted from field data and used to formulate an index\nthat measures the efficiency of containment policies (the CEI index). CEI\nvalues for a range of countries are given. For two variants of the\ncontrolled-SIR model, detailed estimates of the total medical and\nsocio-economic costs are evaluated over the entire course of the epidemic.\nCosts comprise medical care cost, the economic cost of social distancing, as\nwell as the economic value of lives saved. Under plausible parameters, strict\nmeasures fare better than a hands-off policy. Strategies based on actual case\nnumbers lead to substantially higher total costs than strategies based on the\noverall history of the epidemic.\n'	2020-04-13T16:39:20Z	None	http://arxiv.org/abs/2004.00493v2
2020-04-15	'Tracking COVID-19 using online search'	"  Online search data is routinely used to monitor the nationwide prevalence of\ninfectious diseases, such as influenza. Previous work has focused on supervised\nlearning solutions, where ground truth information, in the form of historical\nsyndromic surveillance reports, can be used to train machine learning models.\nHowever, no sufficient data $-$in terms of validity, representativeness, and\ntime span$-$ exist to apply such approaches for monitoring the emerging\nCOVID-19 infectious disease pandemic caused by a novel coronavirus\n(SARS-CoV-2). Therefore, unsupervised, or semi-supervised solutions should be\nsought. Recent outcomes have shown that it is possible to transfer an online\nsearch based model for influenza-like illness from a source to a target country\nwithout using ground truth data for the target location. The transferred\nmodel's accuracy depends on identifying the correct search queries and\ncorresponding weights via a transfer learning methodology. In this work, we\ndraw a parallel to previous findings and attempt to develop an unsupervised\nmodel for COVID-19 by: (i) carefully choosing search queries that refer to\nrelated symptoms as identified by a survey from the National Health Service in\nthe United Kingdom, and (ii) weighting them based on their reported ratio of\noccurrence in people infected by COVID-19. Furthermore, understanding that\nonline searches can also be driven by concern rather than infections, we\nattempt to minimise this part of the signal by incorporating a basic news media\ncoverage metric. In addition, we propose a transfer learning method for mapping\nsupervised COVID-19 models from a country to another, in an effort to transfer\nnoisy knowledge from areas that are ahead in the epidemic curve. Finally, we\nconduct a correlation and regression analysis to uncover potentially useful\nonline search queries in relation to confirmed COVID-19 cases.\n"	2020-04-13T12:08:26Z	None	http://arxiv.org/abs/2003.08086v5
2020-04-15	'Low-Cost and High-Throughput Testing of COVID-19 Viruses and Antibodies\n  via Compressed Sensing: System Concepts and Computational Experiments'	"  Coronavirus disease 2019 (COVID-19) is an ongoing pandemic infectious disease\noutbreak that has significantly harmed and threatened the health and lives of\nmillions or even billions of people. COVID-19 has also negatively impacted the\nsocial and economic activities of many countries significantly. With no\napproved vaccine available at this moment, extensive testing of COVID-19\nviruses in people are essential for disease diagnosis, virus spread\nconfinement, contact tracing, and determining right conditions for people to\nreturn to normal economic activities. Identifying people who have antibodies\nfor COVID-19 can also help select persons who are suitable for undertaking\ncertain essential activities or returning to workforce. However, the\nthroughputs of current testing technologies for COVID-19 viruses and antibodies\nare often quite limited, which are not sufficient for dealing with COVID-19\nviruses' anticipated fast oscillating waves of spread affecting a significant\nportion of the earth's population.\n  In this paper, we propose to use compressed sensing (group testing can be\nseen as a special case of compressed sensing when it is applied to COVID-19\ndetection) to achieve high-throughput rapid testing of COVID-19 viruses and\nantibodies, which can potentially provide tens or even more folds of speedup\ncompared with current testing technologies. The proposed compressed sensing\nsystem for high-throughput testing can utilize expander graph based compressed\nsensing matrices developed by us \\cite{Weiyuexpander2007}.\n"	2020-04-13T03:55:39Z	None	http://arxiv.org/abs/2004.05759v1
2020-04-15	'A time-dependent SEIR model to analyse the evolution of the SARS-CoV-2\n  epidemic outbreak in Portugal'	"  Background: The analysis of the SARS-CoV-2 epidemic is of paramount\nimportance to understand the dynamics of the coronavirus spread. This can help\nhealth and government authorities take the appropriate measures and implement\nsuitable politics aimed at fighting and preventing it. Methods: A\ntime-dependent dynamic SIR model inspired in a model previously used during the\nMERS outbreak in South Korea was used to analyse the time trajectories of\nactive and hospitalized cases in Portugal. Results: The time evolution of the\nvirus spread in the country was adequately modelled. The model has changeable\nparameters every five days since the onset of mitigation measures. A peak of\nabout 13,000 active cases is estimated somewhere around April. Hospitalized\ncases could reach a peak of about 2,300 cases, of which 500-750 in ICU units.\nConclusion: With appropriate measures, the number of active cases in Portugal\ncan be controlled at about 13,000 people, of which about 2,300 hospitalized and\n500-750 in ICU units. This seems manageable by the country's national health\nservice with an estimated 1,140 ventilators.\n"	2020-04-13T03:29:20Z	None	http://arxiv.org/abs/2004.04735v2
2020-04-15	'Estimation of time-varying transmission and removal rates underlying\n  epidemiological processes: a new statistical tool for the COVID-19 pandemic'	"  The coronavirus pandemic has rapidly evolved into an unprecedented crisis.\nThe susceptible-infectious-removed (SIR) model and its variants have been used\nfor modeling the pandemic. However, time-independent parameters in the\nclassical models may not capture the dynamic transmission and removal\nprocesses, governed by virus containment strategies taken at various phases of\nthe epidemic. Moreover, very few models account for possible inaccuracies of\nthe reported cases. We propose a Poisson model with time-dependent transmission\nand removal rates to account for possible random errors in reporting and\nestimate a time-dependent disease reproduction number, which may be used to\nassess the effectiveness of virus control strategies. We apply our method to\nstudy the pandemic in several severely impacted countries, and analyze and\nforecast the evolving spread of the coronavirus. We have developed an\ninteractive web application to facilitate readers' use of our method.\n"	2020-04-13T00:14:15Z	None	http://arxiv.org/abs/2004.05730v1
2020-04-15	'Towards an Efficient Deep Learning Model for COVID-19 Patterns Detection\n  in X-ray Images'	'  Confronting the pandemic of COVID-19 caused by the new coronavirus, the\nSARS-CoV-2, is nowadays one of the most prominent challenges of the human\nspecies. A key factor in slowing down the virus propagation is rapid diagnosis\nand isolation of infected patients. Nevertheless, the standard method for\nCOVID-19 identification, the RT-PCR, is time-consuming and in short supply due\nto the pandemic.\n  Researchers around the world have been trying to find alternative screening\nmethods. In this context, deep learning applied to chest X-rays of patients has\nbeen showing a lot of promise for the identification of COVID-19. Despite their\nsuccess, the computational cost of these methods remains high, which imposes\ndifficulties in their accessibility and availability. Thus, in this work, we\naddress the hypothesis that better performance in terms of overall accuracy and\nCOVID-19 sensitivity can be achieved with much more compact models. In order to\ntest this hypothesis, we propose a modification of the EfficientNet family of\nmodels. By doing this we were able to produce a high-quality model with an\noverall accuracy of 91.4%, COVID-19, sensitivity of 90% and positive prediction\nof 100% while having about 30 times fewer parameters than the baseline model,\n28 and 5 times fewer parameters than the popular VGG16 and ResNet50\narchitectures, respectively.\n'	2020-04-12T23:26:56Z	None	http://arxiv.org/abs/2004.05717v1
2020-04-15	'Modeling the transmission of new coronavirus in São Paulo State,\n  Brazil -- Assessing epidemiological impacts of isolating young and elder\n  persons'	'  We developed a mathematical model to describe the transmission of new\ncoronavirus in the S\\~ao Paulo State, Brazil. The model divided a community in\nsubpopulations comprised by young and elder persons, in order to take into\naccount higher risk of fatality among elder persons with severe CoViD-19. From\ndata collected in the S\\~ao Paulo State, we estimated the transmission and\nadditional mortality rates, from which we calculated the basic reproduction\nnumber R0. From estimated parameters, estimation of the deaths due to CoViD-19\nwas three times lower than those found in literature. Considering isolation as\na control mechanism, we varied isolation rates of young and elder persons in\norder to assess their epidemiological impacts. The epidemiological scenarios\nfocused mainly on evaluating the number of severe CoViD-19 cases and deaths due\nto this disease when isolation is introduced in a population.\n'	2020-04-12T23:15:31Z	None	http://arxiv.org/abs/2004.05715v1
2020-04-15	'Residual Attention U-Net for Automated Multi-Class Segmentation of\n  COVID-19 Chest CT Images'	'  The novel coronavirus disease 2019 (COVID-19) has been spreading rapidly\naround the world and caused significant impact on the public health and\neconomy. However, there is still lack of studies on effectively quantifying the\nlung infection caused by COVID-19. As a basic but challenging task of the\ndiagnostic framework, segmentation plays a crucial role in accurate\nquantification of COVID-19 infection measured by computed tomography (CT)\nimages. To this end, we proposed a novel deep learning algorithm for automated\nsegmentation of multiple COVID-19 infection regions. Specifically, we use the\nAggregated Residual Transformations to learn a robust and expressive feature\nrepresentation and apply the soft attention mechanism to improve the capability\nof the model to distinguish a variety of symptoms of the COVID-19. With a\npublic CT image dataset, we validate the efficacy of the proposed algorithm in\ncomparison with other competing methods. Experimental results demonstrate the\noutstanding performance of our algorithm for automated segmentation of COVID-19\nChest CT images. Our study provides a promising deep leaning-based segmentation\ntool to lay a foundation to quantitative diagnosis of COVID-19 lung infection\nin CT images.\n'	2020-04-12T16:24:59Z	None	http://arxiv.org/abs/2004.05645v1
2020-04-15	'Structural analysis of SARS-CoV-2 and prediction of the human\n  interactome'	'  Structural elements of viral genomes regulate interactions in host cells.\nHere, we calculated the secondary structure content of >2500 coronaviruses and\ncomputed >100000 human protein interactions with severe acute respiratory\nsyndrome coronavirus 2 (SARS-CoV-2). We found that the 3 and 5 prime ends are\nhighly structured and the 5 prime end especially has strong propensity to\nassociate with proteins involved in replication and transcription. The domain\nencompassing nucleotides 23000-24000 is highly conserved at the sequence and\nstructural level, while the region upstream varies significantly. Both these\nsequences code for a domain of the viral protein Spike S that interacts with\nthe human receptor angiotensin-converting enzyme 2 (ACE2) and could bind to\nsialic acids, as reported for the homologue from Middle East respiratory\nsyndrome coronavirus (MERS-CoV). Our predictions indicate that the first 1000\nnucleotides in the 5 prime end interact with Double-stranded RNA-specific\nEditase 1 ADARB1, 2-5A-dependent Ribonuclease RNASEL, ATP-dependent RNA\nHelicase DDX1 and A-kinase anchor protein 8-like AKAP8L, in addition to >20\nhigh-confidence candidate partners. These interactions, also implicated in HIV\nreplication, provide clues on host-virus interaction mechanisms. The list of\ntranscriptional and post-transcriptional elements recruited by SARS-CoV-2\ngenome is useful to identify which biological pathways are associated with gene\nexpression changes in human cells.\n'	2020-04-12T14:30:28Z	None	http://arxiv.org/abs/2003.13655v3
2020-04-15	'Dynamics of the COVID-19 -- Comparison between the Theoretical\n  Predictions and Real Data'	'  A new coronavirus, called COVID-19, appeared in the Chinese region of Wuhan\nat the end of last year; since then the virus spread to other countries,\nincluding most of Europe. We propose a differential equation governing the\nevolution of the COVID-19. This dynamic equation also describes the evolution\nof the number of infected people for 13 common respiratory viruses (including\nthe COVID-19). We validate our theoretical predictions with experimental data\nfor Italy and Belgium, and compare them with the predictions of the logistic\nmodel. We find that our predictions are in good agreement with the real world\nsince the beginning of the appearance of the COVID-19; this is not the case for\nthe logistic model that only applies to the first days. We use our differential\nequation parametrised with experimental data to make several predictions, such\nas the date when Italy and Belgium will reach a peak number of COVID-19\ninfected people.\n'	2020-04-12T12:57:29Z	None	http://arxiv.org/abs/2003.13540v4
2020-04-15	'Detection of Covid-19 From Chest X-ray Images Using Artificial\n  Intelligence: An Early Review'	'  In 2019, the entire world is facing a situation of health emergency due to a\nnewly emerged coronavirus (COVID-19). Almost 196 countries are affected by\ncovid-19, while USA, Italy, China, Spain, Iran, and France have the maximum\nactive cases of COVID-19. The issues, medical and healthcare departments are\nfacing in delay of detecting the COVID-19. Several artificial intelligence\nbased system are designed for the automatic detection of COVID-19 using chest\nx-rays. In this article we will discuss the different approaches used for the\ndetection of COVID-19 and the challenges we are facing. It is mandatory to\ndevelop an automatic detection system to prevent the transfer of the virus\nthrough contact. Several deep learning architecture are deployed for the\ndetection of COVID-19 such as ResNet, Inception, Googlenet etc. All these\napproaches are detecting the subjects suffering with pneumonia while its hard\nto decide whether the pneumonia is caused by COVID-19 or due to any other\nbacterial or fungal attack.\n'	2020-04-11T16:15:53Z	None	http://arxiv.org/abs/2004.05436v1
2020-04-15	'A Time-dependent SIR model for COVID-19 with Undetectable Infected\n  Persons'	'  In this paper, we conduct mathematical and numerical analyses to address the\nfollowing crucial questions for COVID-19: (Q1) Is it possible to contain\nCOVID-19? (Q2) If COVID-19 can be contained, when will be the peak and the end\nof the epidemic? (Q3) How do the asymptomatic infections affect the spread of\ndisease? (Q4) If COVID-19 cannot be contained, what is the ratio of the\npopulation that needs to be infected to achieve herd immunity? (Q5) How\neffective are the social distancing approaches? For (Q1) and (Q2), we propose a\ntime-dependent susceptible-infected-recovered (SIR) model that tracks 2 time\nseries: (i) the transmission rate at time t and (ii) the recovering rate at\ntime t. Such an approach is more adaptive than traditional static SIR models\nand more robust than direct estimation methods. Using the data provided by the\nChinese government, we show that the one-day prediction errors for the numbers\nof confirmed cases are almost in 3%, and the total number of confirmed cases is\nprecisely predicted. Also, the turning point, defined as the day that the\ntransmission rate is less than the recovering rate can be accurately predicted.\nAfter that day, the basic reproduction number $R_0$ is less than 1. For (Q3),\nwe extend our SIR model by considering 2 types of infected persons: detectable\nand undetectable infected persons. Whether there is an outbreak in such a model\nis characterized by the spectral radius of a 2 by 2 matrix that is closely\nrelated to $R_0$. For (Q4), we show that herd immunity can be achieved after at\nleast $1-1/R_0$ fraction of individuals being infected. For (Q5), we analyze\nthe independent cascade (IC) model for disease propagation in a configuration\nrandom graph. By relating the propagation probabilities in the IC model to the\ntransmission rates and recovering rates in the SIR model, we show 2 approaches\nof social distancing that can lead to a reduction of $R_0$.\n'	2020-04-11T14:35:37Z	None	http://arxiv.org/abs/2003.00122v5
2020-04-15	'One-shot screening of potential peptide ligands on HR1 domain in\n  COVID-19 glycosylated spike (S) protein with deep siamese network'	'  The novel coronavirus (2019-nCoV) has been declared to be a new international\nhealth emergence and no specific drug has been yet identified. Several methods\nare currently being evaluated such as protease and glycosylated spike (S)\nprotein inhibitors, that outlines the main fusion site among coronavirus and\nhost cells. Notwithstanding, the Heptad Repeat 1 (HR1) domain on the\nglycosylated spike (S) protein is the region with less mutability and then the\nmost encouraging target for new inhibitors drugs.The novelty of the proposed\napproach, compared to others, lies in a precise training of a deep neural\nnetwork toward the 2019-nCoV virus. Where a Siamese Neural Network (SNN) has\nbeen trained to distingue the whole 2019-nCoV protein sequence amongst two\ndifferent viruses family such as HIV-1 and Ebola. In this way, the present deep\nlearning system has precise knowledge of peptide linkage among 2019-nCoV\nprotein structure and differently, of other works, is not trivially trained on\npublic datasets that have not been provided any ligand-peptide information for\n2019-nCoV. Suddenly, the SNN shows a sensitivity of $83\\%$ of peptide affinity\nclassification, where $3027$ peptides on SATPdb bank have been tested towards\nthe specific region HR1 of 2019-nCoV exhibiting an affinity of $93\\%$ for the\npeptidyl-prolyl cis-trans isomerase (PPIase) peptide. This affinity between\nPPIase and HR1 can open new horizons of research since several scientific\npapers have already shown that CsA immunosuppression drug, a main inhibitor of\nPPIase, suppress the reproduction of different CoV virus included SARS-CoV and\nMERS-CoV. Finally, to ensure the scientific reproducibility, code and data have\nbeen made public at the following link: https://github.com/bionick87/2019-nCoV\n'	2020-04-11T09:23:54Z	None	http://arxiv.org/abs/2004.02136v3
2020-04-15	'Mathematical Modeling of Epidemic Diseases; A Case Study of the COVID-19\n  Coronavirus'	'  The outbreak of the Coronavirus COVID-19 has taken the lives of several\nthousands worldwide and locked-out many countries and regions, with yet\nunpredictable global consequences. In this research we study the epidemic\npatterns of this virus, from a mathematical modeling perspective. The study is\nbased on an extensions of the well-known susceptible-infected-recovered (SIR)\nfamily of compartmental models. It is shown how social measures such as\ndistancing, regional lockdowns, quarantine and global public health vigilance,\ninfluence the model parameters, which can eventually change the mortality rates\nand active contaminated cases over time, in the real world. As with all\nmathematical models, the predictive ability of the model is limited by the\naccuracy of the available data and to the so-called level of abstraction used\nfor modeling the problem. In order to provide the broader audience of\nresearchers a better understanding of spreading patterns of epidemic diseases,\na short introduction on biological systems modeling is also presented and the\nMatlab source codes for the simulations are provided online.\n'	2020-04-10T23:42:26Z	None	http://arxiv.org/abs/2003.11371v2
