data_add	title	abstract	Publication date	doi	source_link
2020-04-26	'Additional file 2 of The effectiveness and complexity of interventions targeting sedentary behaviour across the lifespan: a systematic review and meta-analysis'	'Additional file 2: Supplement B. Characteristics of Included Studies'	2020-04-26T03:54:02Z	10.6084/m9.figshare.12197322.v1	https://figshare.com/articles/Additional_file_2_of_The_effectiveness_and_complexity_of_interventions_targeting_sedentary_behaviour_across_the_lifespan_a_systematic_review_and_meta-analysis/12197322
2020-04-26	'Additional file 2 of Hyaluronic Acid-Functionalized Gadolinium Oxide Nanoparticles for Magnetic Resonance Imaging-Guided Radiotherapy of Tumors'	'Additional file 2: Figure S2. H&E stained histological images of spleen, kidney, and bladder after intravanous injection of HA-Gd2O3 NPs. Bar: 100 μm.'	2020-04-26T03:53:38Z	10.6084/m9.figshare.12197241.v1	https://figshare.com/articles/Additional_file_2_of_Hyaluronic_Acid-Functionalized_Gadolinium_Oxide_Nanoparticles_for_Magnetic_Resonance_Imaging-Guided_Radiotherapy_of_Tumors/12197241
2020-04-26	'Additional file 2 of Qualitative exploration of perceived benefits of care and barriers influencing HIV care in trans Nzoia, Kenya'	'Additional file 2.'	2020-04-26T03:53:32Z	10.6084/m9.figshare.12197220.v1	https://figshare.com/articles/Additional_file_2_of_Qualitative_exploration_of_perceived_benefits_of_care_and_barriers_influencing_HIV_care_in_trans_Nzoia_Kenya/12197220
2020-04-26	'Additional file 2 of Viral metagenomics revealed diverse CRESS-DNA virus genomes in faeces of forest musk deer'	'Additional file 2.'	2020-04-26T03:53:31Z	10.6084/m9.figshare.12197217.v1	https://figshare.com/articles/Additional_file_2_of_Viral_metagenomics_revealed_diverse_CRESS-DNA_virus_genomes_in_faeces_of_forest_musk_deer/12197217
2020-04-26	'Additional file 2 of Documentation of vaccine wastage in two different geographic contexts under the universal immunization program in India'	'Additional file 2: Supplementary file 2. Vaccine wastage documentation tool at facility level'	2020-04-26T03:53:19Z	10.6084/m9.figshare.12197178.v1	https://figshare.com/articles/Additional_file_2_of_Documentation_of_vaccine_wastage_in_two_different_geographic_contexts_under_the_universal_immunization_program_in_India/12197178
2020-04-26	'Additional file 2 of Effect of bisphosphonate treatment of titanium surfaces on alkaline phosphatase activity in osteoblasts: a systematic review and meta-analysis'	'Additional file 2. Forest plots depending on type of bisphosphonate, coating specification, and cells for ALP activity after 7\u2009days.'	2020-04-26T03:53:12Z	10.6084/m9.figshare.12197163.v1	https://figshare.com/articles/Additional_file_2_of_Effect_of_bisphosphonate_treatment_of_titanium_surfaces_on_alkaline_phosphatase_activity_in_osteoblasts_a_systematic_review_and_meta-analysis/12197163
2020-04-26	'Additional file 2 of HIV-1 integrase resistance associated mutations and the use of dolutegravir in Sub-Saharan Africa: a systematic review and meta-analysis protocol'	'Additional file 2. Search Strategy.'	2020-04-26T03:53:09Z	10.6084/m9.figshare.12197145.v1	https://figshare.com/articles/Additional_file_2_of_HIV-1_integrase_resistance_associated_mutations_and_the_use_of_dolutegravir_in_Sub-Saharan_Africa_a_systematic_review_and_meta-analysis_protocol/12197145
2020-04-26	'Additional file 2 of Integrating public preferences into national reimbursement decisions: a descriptive comparison of approaches in Belgium and New Zealand'	'Additional file 2: Figure S2. Belgium’s unmet medical needs program. Source [37].'	2020-04-26T03:53:08Z	10.6084/m9.figshare.12197142.v1	https://figshare.com/articles/Additional_file_2_of_Integrating_public_preferences_into_national_reimbursement_decisions_a_descriptive_comparison_of_approaches_in_Belgium_and_New_Zealand/12197142
2020-04-26	'Additional file 2 of Cardiopulmonary exercise capacity and quality of life of patients with heart failure undergoing a functional training program: study protocol for a randomized clinical trial'	'Additional file 2. World Health Organization Trial Registration Dataset.'	2020-04-26T03:52:56Z	10.6084/m9.figshare.12197106.v1	https://figshare.com/articles/Additional_file_2_of_Cardiopulmonary_exercise_capacity_and_quality_of_life_of_patients_with_heart_failure_undergoing_a_functional_training_program_study_protocol_for_a_randomized_clinical_trial/12197106
2020-04-26	'Additional file 1 of Comparison of the effects of twice-daily exenatide and insulin on carotid intima-media thickness in type 2 diabetes mellitus patients: a 52-week randomized, open-label, controlled trial'	'Additional file 1: Table S1. Titration protocol for insulin in patients with type 2 diabetes mellitus.'	2020-04-26T03:52:51Z	10.6084/m9.figshare.12197088.v1	https://figshare.com/articles/Additional_file_1_of_Comparison_of_the_effects_of_twice-daily_exenatide_and_insulin_on_carotid_intima-media_thickness_in_type_2_diabetes_mellitus_patients_a_52-week_randomized_open-label_controlled_trial/12197088
2020-04-26	'Additional file 2 of The Balanced Opioid Initiative: protocol for a clustered, sequential, multiple-assignment randomized trial to construct an adaptive implementation strategy to improve guideline-concordant opioid prescribing in primary care'	'Additional file 2:. CONSORT checklist for cluster-randomized trials'	2020-04-26T03:52:43Z	10.6084/m9.figshare.12197055.v1	https://figshare.com/articles/Additional_file_2_of_The_Balanced_Opioid_Initiative_protocol_for_a_clustered_sequential_multiple-assignment_randomized_trial_to_construct_an_adaptive_implementation_strategy_to_improve_guideline-concordant_opioid_prescribing_in_primary_care/12197055
2020-04-26	'Additional file 2 of Microbiology testing associated with antibiotic dispensing in older community-dwelling adults'	'Additional File 2 Table S2. Medicare Benefits Schedule (MBS) codes used for GP consultations, aged care facilities (or Long-Term Care Facilities, LTCF) attendance and microbiology testing'	2020-04-26T03:52:37Z	10.6084/m9.figshare.12197025.v1	https://figshare.com/articles/Additional_file_2_of_Microbiology_testing_associated_with_antibiotic_dispensing_in_older_community-dwelling_adults/12197025
2020-04-26	'Additional file 1 of Circulating heat shock protein 27 as a novel marker of subclinical atherosclerosis in type 2 diabetes: a cross-sectional community-based study'	'Additional file 1: Table\xa0S1. Univariate linear analysis for variables associated with carotid IMT. Table\xa0S2. Multiple stepwise regression analysis showing independent predictors for carotid IMT in type 2 diabetes.'	2020-04-26T03:52:31Z	10.6084/m9.figshare.12197001.v1	https://figshare.com/articles/Additional_file_1_of_Circulating_heat_shock_protein_27_as_a_novel_marker_of_subclinical_atherosclerosis_in_type_2_diabetes_a_cross-sectional_community-based_study/12197001
2020-04-26	'Additional file 2 of Systematic review and literature appraisal on methodology of conducting and reporting critical-care echocardiography studies: a report from the European Society of Intensive Care Medicine PRICES expert panel'	'Additional file 2. Summary of reporting of LVSF items.'	2020-04-26T03:52:29Z	10.6084/m9.figshare.12196998.v1	https://figshare.com/articles/Additional_file_2_of_Systematic_review_and_literature_appraisal_on_methodology_of_conducting_and_reporting_critical-care_echocardiography_studies_a_report_from_the_European_Society_of_Intensive_Care_Medicine_PRICES_expert_panel/12196998
